,cabac,ref,deblock,analyse,me,subme,mixed_ref,me_range,trellis,8x8dct,fast_pskip,chroma_qp_offset,bframes,b_pyramid,b_adapt,direct,weightb,weightp,scenecut,rc_lookahead,mbtree,aq-mode
video_256,-0.41,0.01,-0.07,-0.04,-0.12,-0.28,0.01,-0.05,0.17,-0.08,-0.04,-0.07,-0.05,-0.11,0.1,-0.01,-0.19,0.02,0.01,0.02,0.36,-0.5
video_257,-0.17,0.04,-0.08,-0.06,-0.06,-0.34,-0.01,-0.04,0.07,-0.15,-0.09,0.01,-0.07,-0.03,0.11,-0.01,-0.24,0.01,0.03,0.03,0.11,-0.5
video_258,-0.36,0.02,-0.12,-0.08,-0.11,-0.33,0.01,-0.07,0.23,-0.07,-0.06,-0.02,-0.05,-0.06,0.02,-0.0,-0.13,0.03,0.04,0.07,0.5,-0.54
video_259,-0.3,0.01,-0.07,-0.03,-0.09,-0.34,0.01,-0.04,0.16,-0.12,-0.05,-0.03,-0.06,-0.07,0.04,-0.02,-0.17,0.01,0.04,0.02,0.61,-0.55
video_260,-0.2,0.0,-0.06,-0.01,-0.08,-0.23,0.0,-0.04,0.08,-0.13,-0.06,-0.14,-0.08,-0.07,0.13,-0.01,-0.23,-0.02,0.0,0.04,0.02,-0.55
video_261,-0.26,-0.03,-0.07,-0.04,-0.06,-0.28,-0.0,-0.06,0.07,-0.14,-0.05,-0.04,-0.07,-0.1,0.1,-0.0,-0.2,0.04,-0.01,0.05,-0.08,-0.4
video_262,-0.07,0.04,-0.06,-0.01,-0.07,-0.25,0.0,-0.06,0.09,-0.13,-0.07,-0.08,-0.12,-0.11,0.16,-0.01,-0.32,0.02,-0.01,0.06,-0.02,-0.5
video_263,-0.48,0.02,-0.07,-0.04,-0.05,-0.32,0.02,-0.08,0.08,-0.15,-0.03,-0.12,-0.05,-0.12,0.05,0.0,-0.14,0.04,0.02,0.05,-0.14,-0.22
video_264,-0.09,0.05,-0.08,-0.03,0.02,-0.18,-0.04,-0.04,-0.05,-0.15,-0.04,-0.08,-0.04,-0.25,0.05,-0.01,-0.43,0.08,-0.06,0.14,-0.08,-0.13
video_265,-0.19,0.03,-0.1,-0.07,-0.09,-0.33,-0.0,-0.06,0.08,-0.15,-0.08,-0.01,-0.05,-0.01,0.15,-0.0,-0.18,0.02,-0.0,0.05,-0.1,-0.44
video_266,-0.35,0.03,-0.06,-0.04,-0.12,-0.25,-0.01,-0.04,0.14,-0.1,-0.05,0.01,-0.05,-0.08,0.1,-0.04,-0.21,0.03,0.03,0.02,0.59,-0.54
video_267,-0.4,-0.03,-0.07,-0.02,-0.15,-0.43,0.05,-0.06,0.22,-0.13,-0.12,-0.06,-0.07,-0.0,0.13,-0.03,-0.2,-0.05,0.06,0.0,0.28,-0.26
video_268,-0.2,0.03,-0.06,-0.02,-0.08,-0.36,0.0,-0.04,0.07,-0.15,-0.08,-0.02,-0.06,-0.07,0.21,-0.01,-0.29,-0.01,-0.01,0.04,-0.27,-0.18
video_269,-0.47,-0.02,-0.05,-0.03,-0.05,-0.31,0.03,-0.06,0.08,-0.12,-0.05,-0.08,-0.03,-0.01,0.1,-0.0,-0.09,0.01,-0.0,0.02,-0.26,-0.3
video_270,-0.23,0.01,-0.08,-0.03,-0.12,-0.32,0.0,-0.05,0.16,-0.16,-0.09,-0.05,-0.07,-0.1,0.19,-0.02,-0.32,-0.0,0.01,0.03,0.4,-0.44
video_271,-0.11,-0.02,-0.02,0.03,-0.09,-0.15,0.01,-0.03,0.09,-0.12,-0.07,-0.14,-0.09,0.01,0.21,-0.04,-0.29,-0.02,-0.01,0.07,-0.11,-0.62
video_272,-0.31,0.02,-0.07,-0.03,-0.08,-0.3,-0.01,-0.05,0.01,-0.16,-0.06,-0.06,-0.06,-0.06,0.16,-0.02,-0.19,-0.0,0.0,0.03,-0.05,-0.39
video_273,-0.32,-0.29,-0.04,-0.03,-0.22,-0.24,0.04,-0.01,0.04,-0.06,-0.08,0.01,0.03,0.03,-0.21,0.02,0.04,-0.02,0.18,0.02,0.31,-0.45
video_274,-0.16,0.07,-0.09,-0.03,-0.07,-0.34,-0.03,-0.06,0.12,-0.19,-0.09,-0.01,-0.11,-0.07,0.14,-0.02,-0.4,0.02,-0.01,0.06,0.3,-0.39
video_275,-0.12,-0.06,-0.02,0.01,-0.06,-0.09,-0.03,-0.03,0.01,-0.14,-0.04,-0.08,-0.1,-0.14,0.11,-0.03,-0.33,0.02,-0.03,0.07,-0.33,-0.22
video_276,-0.11,0.07,-0.11,-0.08,-0.03,-0.38,-0.03,-0.06,0.03,-0.22,-0.07,-0.01,-0.03,-0.13,0.14,0.01,-0.4,0.07,-0.03,0.11,0.01,-0.2
video_277,-0.18,0.04,-0.05,-0.02,-0.08,-0.28,0.0,-0.03,0.13,-0.1,-0.05,-0.02,-0.05,-0.06,0.05,-0.04,-0.2,-0.01,0.02,0.01,0.57,-0.64
video_278,-0.18,0.04,-0.11,-0.09,-0.02,-0.13,-0.04,-0.07,0.07,-0.24,-0.02,-0.08,-0.04,-0.1,0.02,0.02,-0.17,0.13,-0.02,0.12,-0.04,-0.54
video_279,-0.54,-0.05,-0.03,-0.04,-0.12,-0.22,0.03,-0.05,0.12,-0.08,-0.12,0.01,-0.02,-0.01,0.06,0.04,-0.04,-0.01,0.14,0.03,-0.5,-0.05
video_280,-0.11,0.03,-0.01,0.01,-0.05,-0.13,-0.02,-0.04,0.01,-0.09,-0.04,-0.09,-0.06,-0.11,0.12,-0.04,-0.32,0.02,-0.03,0.09,-0.47,-0.23
video_281,-0.16,0.02,-0.09,-0.05,-0.07,-0.37,0.01,-0.05,0.12,-0.2,-0.08,-0.0,-0.04,-0.04,0.12,-0.01,-0.28,0.01,-0.0,0.03,0.34,-0.51
video_282,-0.1,0.06,-0.09,-0.05,-0.05,-0.34,-0.01,-0.04,0.07,-0.17,-0.07,-0.02,-0.07,0.01,0.11,-0.04,-0.25,0.02,0.01,0.04,0.33,-0.63
video_283,-0.23,0.05,-0.09,-0.06,-0.03,-0.32,-0.03,-0.06,0.02,-0.18,-0.04,-0.0,-0.04,-0.25,0.13,0.02,-0.36,0.08,-0.06,0.08,-0.07,-0.05
video_284,-0.18,0.05,-0.05,-0.03,-0.01,-0.23,-0.05,-0.05,-0.02,-0.11,-0.03,-0.02,-0.07,-0.26,0.1,-0.0,-0.4,0.07,-0.04,0.11,-0.12,-0.12
video_285,-0.26,0.0,-0.08,-0.03,-0.09,-0.43,0.01,-0.05,0.07,-0.14,-0.08,-0.03,-0.04,-0.0,0.17,-0.02,-0.18,-0.04,0.01,0.01,-0.1,-0.3
video_286,-0.62,-0.02,0.02,0.05,-0.09,-0.31,0.07,-0.05,-0.08,-0.0,-0.09,0.0,-0.05,0.16,0.23,-0.06,0.0,-0.08,0.09,-0.04,0.03,-0.42
video_287,-0.4,0.0,-0.04,-0.0,-0.07,-0.21,0.05,-0.07,0.06,-0.09,-0.06,-0.2,-0.03,-0.09,0.12,0.01,-0.1,-0.05,-0.04,0.03,-0.63,0.06
video_288,-0.62,-0.0,-0.07,-0.03,-0.09,-0.36,0.03,-0.07,0.29,-0.17,-0.06,-0.03,-0.02,-0.09,0.11,-0.0,-0.18,0.01,-0.01,0.05,-0.21,0.21
video_289,-0.2,0.04,-0.07,-0.03,-0.07,-0.3,-0.02,-0.03,0.04,-0.14,-0.06,0.0,-0.07,-0.1,0.12,-0.04,-0.27,0.01,0.01,0.01,0.55,-0.54
video_290,-0.21,0.04,-0.11,-0.07,-0.06,-0.39,-0.0,-0.07,0.1,-0.24,-0.06,0.0,-0.02,-0.12,0.15,0.03,-0.29,0.03,-0.02,0.05,0.07,-0.27
video_291,-0.19,0.07,-0.12,-0.08,-0.04,-0.42,0.02,-0.07,0.1,-0.21,-0.07,0.01,-0.04,-0.06,0.1,0.01,-0.22,0.02,-0.01,0.04,0.31,-0.43
video_292,-0.17,0.04,-0.07,-0.02,-0.15,-0.34,0.0,-0.05,0.14,-0.11,-0.08,0.0,-0.08,-0.11,0.16,-0.01,-0.28,-0.01,0.01,0.03,-0.07,-0.31
video_293,-0.11,0.02,-0.05,-0.03,-0.05,-0.25,-0.02,-0.05,0.01,-0.15,-0.04,-0.04,-0.06,-0.14,0.19,-0.02,-0.35,0.05,-0.06,0.07,-0.14,-0.32
video_294,-0.2,0.04,-0.04,-0.02,-0.05,-0.22,-0.01,-0.04,0.09,-0.12,-0.04,-0.02,-0.06,-0.06,0.11,-0.02,-0.19,0.02,-0.01,0.01,0.68,-0.69
video_295,-0.2,0.05,-0.1,-0.07,-0.06,-0.36,0.0,-0.05,0.1,-0.16,-0.07,-0.02,-0.04,0.0,0.07,-0.02,-0.18,-0.03,0.02,0.02,0.54,-0.56
video_296,-0.5,-0.07,-0.1,-0.07,-0.04,-0.11,-0.01,-0.08,0.16,-0.12,-0.0,-0.09,-0.01,-0.01,-0.17,0.01,0.08,0.08,0.04,0.08,0.07,-0.57
video_297,-0.14,0.07,-0.1,-0.06,-0.09,-0.35,-0.01,-0.06,0.11,-0.16,-0.08,-0.03,-0.08,-0.05,0.13,-0.01,-0.25,0.01,0.01,0.03,0.45,-0.55
video_298,-0.24,-0.0,-0.08,-0.04,-0.09,-0.41,0.01,-0.04,0.07,-0.16,-0.08,-0.02,-0.05,-0.01,0.17,-0.02,-0.17,-0.01,0.01,0.02,-0.05,-0.39
video_299,-0.4,-0.02,-0.08,-0.04,-0.03,-0.17,0.01,-0.08,0.14,-0.2,-0.03,-0.11,0.01,-0.04,-0.03,0.02,-0.1,0.05,-0.02,0.08,-0.3,-0.32
video_300,-0.13,0.03,-0.05,-0.01,-0.05,-0.22,-0.02,-0.04,0.04,-0.14,-0.05,-0.09,-0.07,-0.08,0.09,-0.02,-0.3,0.02,-0.03,0.09,-0.11,-0.45
video_301,-0.5,-0.02,-0.05,-0.02,-0.13,-0.31,0.02,-0.03,0.14,-0.13,-0.08,-0.03,-0.05,-0.12,0.21,-0.0,-0.13,-0.01,0.01,0.02,-0.4,0.32
video_302,-0.3,0.02,-0.06,-0.04,-0.06,-0.16,0.02,-0.06,0.08,-0.08,-0.08,-0.12,-0.03,-0.15,0.03,0.01,-0.11,0.0,-0.03,0.06,-0.67,0.14
video_303,-0.12,0.01,-0.03,-0.02,-0.06,-0.12,-0.02,-0.03,0.07,-0.08,-0.06,-0.08,-0.03,-0.02,0.09,-0.03,-0.14,-0.02,0.0,0.04,-0.86,0.14
video_304,-0.31,0.0,0.03,-0.02,-0.03,-0.07,-0.02,-0.07,-0.04,0.0,-0.3,-0.2,-0.1,0.25,0.25,-0.06,-0.15,-0.08,-0.06,0.01,-0.65,0.09
video_305,-0.4,-0.01,-0.04,-0.01,-0.06,-0.12,0.08,-0.05,0.1,0.04,-0.03,-0.19,0.03,-0.13,-0.11,-0.02,0.21,-0.01,0.01,0.02,-0.89,0.58
video_306,-0.23,-0.03,-0.05,-0.03,-0.09,-0.3,0.0,-0.04,0.05,-0.12,-0.09,-0.05,-0.05,-0.05,0.16,-0.01,-0.19,-0.02,-0.0,0.02,-0.35,-0.24
video_307,-0.24,-0.03,-0.03,-0.01,-0.07,-0.08,0.03,-0.03,0.1,-0.01,-0.03,-0.14,-0.01,0.01,-0.06,-0.01,0.11,-0.05,0.05,0.02,-0.97,0.47
video_308,-0.15,0.07,-0.12,-0.07,-0.07,-0.41,0.0,-0.06,0.1,-0.21,-0.09,-0.02,-0.05,-0.11,0.19,0.01,-0.28,0.04,-0.02,0.07,-0.13,-0.22
video_309,-0.29,-0.0,0.06,-0.06,-0.07,-0.03,-0.03,-0.06,-0.08,-0.02,-0.4,-0.16,-0.07,0.12,0.05,0.01,-0.19,-0.11,-0.09,-0.01,-0.08,-0.0
video_310,-0.34,-0.04,-0.07,-0.03,-0.11,-0.37,0.03,-0.05,0.07,-0.13,-0.09,-0.06,-0.03,-0.08,0.2,-0.02,-0.14,-0.01,-0.01,0.03,-0.38,-0.06
video_311,-0.24,-0.02,-0.06,-0.04,-0.09,-0.3,0.01,-0.04,0.06,-0.1,-0.1,-0.09,-0.02,-0.05,0.14,-0.03,-0.12,-0.01,-0.01,0.02,-0.62,0.06
video_312,-0.36,-0.02,-0.05,-0.02,-0.08,-0.25,0.03,-0.06,0.07,-0.08,-0.08,-0.11,-0.01,-0.06,0.11,-0.01,-0.07,-0.02,-0.01,0.02,-0.68,0.11
video_313,-0.35,-0.01,-0.07,-0.03,-0.11,-0.36,0.04,-0.05,0.09,-0.12,-0.07,-0.07,-0.02,-0.08,0.17,-0.01,-0.11,-0.01,-0.0,0.03,-0.44,-0.03
video_314,-0.28,0.02,-0.02,-0.05,-0.04,-0.16,-0.01,-0.08,-0.04,-0.07,-0.2,-0.13,-0.01,-0.03,0.08,-0.02,-0.26,-0.05,-0.08,0.04,-0.4,-0.03
video_315,-0.18,0.0,-0.01,-0.03,-0.05,-0.01,0.02,-0.05,0.05,0.01,-0.1,-0.22,-0.04,-0.05,-0.1,-0.07,0.03,-0.08,-0.03,0.0,-0.8,0.48
video_316,-0.14,-0.01,-0.08,-0.04,-0.11,-0.35,-0.01,-0.07,0.15,-0.21,-0.11,-0.1,-0.06,-0.01,0.17,-0.02,-0.31,0.02,-0.02,0.08,-0.42,0.17
video_317,-0.4,-0.08,-0.05,-0.01,-0.11,-0.36,0.05,-0.03,0.07,-0.09,-0.07,-0.07,-0.02,0.07,0.11,-0.01,0.03,-0.07,0.04,-0.01,-0.42,-0.16
video_318,-0.45,-0.06,-0.07,-0.02,-0.08,-0.25,0.07,-0.09,0.24,-0.13,-0.04,-0.14,-0.03,-0.15,0.04,0.01,-0.08,0.01,-0.03,0.06,-0.57,0.37
video_319,-0.13,0.04,-0.08,-0.05,-0.08,-0.31,-0.0,-0.05,0.05,-0.17,-0.09,-0.05,-0.06,-0.13,0.2,-0.0,-0.29,0.04,-0.01,0.06,-0.45,-0.02
video_320,-0.19,0.03,-0.06,-0.06,-0.06,-0.21,-0.02,-0.06,0.02,-0.11,-0.15,-0.14,-0.03,-0.1,0.11,-0.02,-0.24,0.02,-0.03,0.05,-0.51,-0.06
video_321,-0.37,-0.01,-0.08,-0.05,-0.08,-0.25,0.04,-0.06,0.13,-0.11,-0.1,-0.1,-0.0,-0.09,0.11,-0.0,-0.04,-0.01,-0.03,0.03,-0.69,0.28
video_322,-0.45,-0.04,-0.05,-0.01,-0.08,-0.27,0.07,-0.06,0.11,-0.05,-0.04,-0.15,0.0,-0.09,0.03,-0.02,0.08,-0.02,0.0,0.01,-0.75,0.3
video_323,-0.36,-0.01,-0.07,-0.04,-0.11,-0.33,0.01,-0.04,0.08,-0.13,-0.08,-0.02,-0.01,-0.09,0.19,-0.01,-0.16,-0.0,-0.01,0.02,-0.47,0.14
video_324,-0.16,0.04,-0.1,-0.04,-0.07,-0.39,-0.0,-0.07,0.14,-0.2,-0.09,-0.05,-0.11,-0.11,0.18,0.0,-0.35,0.03,-0.02,0.08,-0.1,-0.15
video_325,-0.26,0.0,-0.07,-0.03,-0.1,-0.33,0.03,-0.05,0.09,-0.12,-0.08,-0.08,-0.02,-0.1,0.18,-0.0,-0.15,-0.01,-0.02,0.03,-0.56,0.06
video_326,-0.09,0.06,-0.1,-0.05,-0.08,-0.38,0.0,-0.06,0.09,-0.2,-0.09,-0.03,-0.1,-0.13,0.2,0.01,-0.33,0.04,-0.01,0.07,-0.09,-0.28
video_327,-0.16,0.06,-0.09,-0.04,-0.07,-0.38,0.01,-0.06,0.16,-0.15,-0.08,-0.03,-0.09,-0.06,0.15,-0.02,-0.28,0.03,0.0,0.05,0.29,-0.52
video_328,-0.21,-0.07,0.11,-0.03,-0.03,0.07,0.02,-0.06,-0.08,0.13,-0.33,-0.23,-0.03,0.2,-0.18,-0.0,-0.04,-0.13,-0.04,-0.04,-0.18,0.12
video_329,-0.2,0.01,-0.08,-0.05,-0.11,-0.28,0.01,-0.04,0.1,-0.12,-0.1,-0.04,-0.02,-0.1,0.18,0.01,-0.16,0.01,-0.0,0.04,-0.61,0.04
video_330,-0.69,-0.02,-0.08,-0.04,-0.06,-0.33,0.06,-0.08,0.21,-0.15,-0.05,-0.09,0.01,0.05,-0.01,-0.01,0.03,-0.01,0.0,0.04,-0.02,-0.26
video_331,-0.11,-0.01,0.01,0.0,-0.12,-0.18,0.01,-0.06,0.15,-0.09,-0.12,-0.15,0.01,0.04,0.22,-0.06,-0.38,0.04,-0.06,0.14,-0.71,0.27
video_332,-0.25,0.05,-0.1,-0.06,-0.03,-0.27,-0.04,-0.06,0.04,-0.16,-0.05,-0.03,-0.08,-0.23,0.08,0.01,-0.41,0.06,-0.03,0.08,0.19,-0.06
video_333,-0.34,0.03,-0.09,-0.07,-0.05,-0.26,0.02,-0.07,0.08,-0.14,-0.08,-0.08,-0.01,-0.2,0.13,0.01,-0.21,0.03,-0.04,0.06,-0.52,0.29
video_334,-0.03,0.04,-0.05,-0.03,-0.01,-0.13,-0.05,-0.02,0.02,-0.17,-0.04,-0.03,-0.04,-0.16,0.1,-0.04,-0.36,0.0,-0.08,-0.04,-0.32,0.23
video_335,-0.19,0.08,-0.12,-0.08,-0.06,-0.39,-0.02,-0.08,0.1,-0.24,-0.11,-0.04,-0.03,-0.11,0.21,0.01,-0.43,0.08,-0.04,0.13,-0.08,-0.04
video_336,-0.18,0.09,-0.13,-0.1,-0.05,-0.39,-0.02,-0.07,0.04,-0.25,-0.1,-0.0,-0.03,-0.12,0.18,0.02,-0.36,0.07,-0.03,0.09,-0.02,-0.13
video_337,-0.13,0.05,-0.1,-0.06,-0.08,-0.31,-0.02,-0.05,0.12,-0.16,-0.1,-0.02,-0.07,-0.14,0.19,0.01,-0.3,0.06,-0.03,0.07,-0.54,0.31
video_338,-0.29,0.01,-0.03,-0.03,-0.03,-0.06,0.02,-0.05,0.05,-0.03,-0.1,-0.1,-0.0,-0.13,0.07,-0.03,-0.13,-0.0,-0.05,0.03,-0.8,0.53
video_339,-0.03,-0.05,-0.02,-0.02,-0.1,0.02,0.01,-0.01,0.17,-0.0,-0.05,-0.12,-0.08,0.04,-0.19,-0.05,0.17,-0.05,0.11,-0.01,-0.79,0.65
video_340,-0.13,-0.02,-0.03,-0.03,-0.04,-0.11,-0.04,-0.01,-0.0,-0.09,-0.06,0.02,-0.09,-0.17,0.2,-0.04,-0.39,0.0,-0.07,-0.0,-0.41,0.19
video_341,-0.1,-0.02,-0.03,-0.02,-0.1,-0.13,-0.03,0.02,0.11,-0.01,-0.07,-0.01,-0.07,0.13,-0.01,-0.02,-0.02,-0.08,0.14,0.03,-0.88,0.4
video_342,-0.18,0.1,-0.12,-0.06,-0.07,-0.34,-0.05,-0.07,0.08,-0.26,-0.09,-0.03,-0.1,-0.1,0.18,0.01,-0.48,0.1,-0.02,0.1,0.23,-0.2
video_343,-0.24,-0.01,-0.04,-0.02,-0.06,-0.13,0.02,-0.02,0.13,-0.08,-0.01,-0.08,-0.06,0.03,-0.15,-0.03,0.02,0.02,0.1,0.01,0.8,-0.73
video_344,-0.21,0.05,-0.1,-0.07,-0.05,-0.31,-0.02,-0.07,0.07,-0.17,-0.08,-0.06,-0.01,-0.19,0.18,0.02,-0.36,0.07,-0.06,0.11,-0.32,0.03
video_345,-0.27,0.04,-0.09,-0.09,-0.04,-0.14,-0.03,-0.07,0.0,-0.11,-0.16,-0.08,0.0,-0.14,0.06,0.0,-0.3,0.06,-0.04,0.14,-0.45,0.01
video_346,-0.29,0.07,-0.13,-0.06,-0.09,-0.49,0.04,-0.08,0.14,-0.21,-0.09,-0.05,-0.03,-0.1,0.17,0.01,-0.23,0.05,-0.02,0.07,-0.0,-0.18
video_347,-0.29,0.0,-0.06,0.0,-0.09,-0.15,0.02,-0.04,0.18,0.02,-0.02,-0.09,-0.03,-0.11,-0.03,0.01,0.02,0.0,0.09,0.04,-0.78,0.79
video_348,-0.31,0.03,-0.09,-0.05,-0.11,-0.32,0.03,-0.07,0.15,-0.14,-0.09,-0.18,-0.07,-0.14,0.08,-0.01,-0.2,-0.0,-0.0,0.05,-0.36,0.13
video_349,-0.18,0.03,-0.04,-0.02,-0.04,-0.1,-0.01,-0.04,0.01,-0.13,-0.05,-0.03,-0.08,-0.2,0.19,-0.03,-0.33,-0.0,-0.07,0.01,-0.45,0.3
video_350,-0.3,0.05,-0.07,-0.03,-0.1,-0.25,0.01,-0.06,0.11,-0.15,-0.11,0.03,-0.02,-0.19,0.23,0.02,-0.34,0.04,-0.03,0.05,-0.4,0.21
video_351,-0.37,0.05,-0.1,-0.04,-0.11,-0.36,0.04,-0.08,0.2,-0.16,-0.09,-0.15,-0.05,-0.17,0.17,0.01,-0.29,0.01,-0.0,0.06,-0.21,0.14
video_352,-0.14,0.03,-0.06,-0.06,-0.05,-0.22,-0.05,-0.02,0.04,-0.13,-0.09,0.03,-0.08,-0.21,0.15,-0.03,-0.46,0.07,-0.02,0.02,-0.11,0.19
video_353,-0.16,0.07,-0.1,-0.06,-0.05,-0.28,-0.04,-0.06,0.03,-0.17,-0.05,0.01,-0.05,-0.27,0.21,0.01,-0.45,0.07,-0.05,0.07,0.0,-0.05
video_354,-0.27,-0.03,-0.03,-0.02,-0.05,-0.19,-0.03,-0.04,0.02,-0.34,-0.08,-0.03,-0.03,-0.02,0.08,-0.02,-0.25,0.01,-0.03,0.04,-0.14,-0.23
video_355,-0.19,0.01,-0.06,-0.03,-0.06,-0.11,0.0,-0.07,0.04,-0.06,-0.09,-0.03,-0.02,-0.11,0.05,0.02,-0.11,0.06,-0.03,0.06,-0.78,0.08
video_356,-0.14,0.02,-0.05,0.03,-0.09,-0.34,0.0,-0.05,0.08,-0.18,-0.11,-0.03,-0.17,-0.07,0.21,-0.03,-0.39,0.01,0.02,0.04,0.08,-0.37
video_357,-0.12,0.01,-0.03,-0.01,-0.05,-0.18,-0.01,-0.04,0.04,-0.1,-0.06,-0.08,-0.04,-0.09,0.1,-0.0,-0.25,0.0,-0.07,0.07,-0.54,-0.14
video_358,-0.24,-0.02,-0.07,-0.05,-0.06,-0.12,-0.02,-0.05,0.06,-0.12,-0.04,-0.04,-0.04,-0.07,0.05,0.02,-0.13,0.04,-0.01,0.06,-0.4,-0.37
video_359,-0.11,0.06,-0.08,-0.03,-0.08,-0.3,-0.03,-0.07,0.13,-0.19,-0.1,-0.03,-0.16,-0.01,0.14,-0.02,-0.4,0.01,0.0,0.06,0.32,-0.46
video_360,-0.1,-0.13,-0.02,-0.03,-0.21,-0.15,-0.0,-0.02,-0.06,-0.07,-0.05,-0.01,-0.12,-0.13,0.12,0.02,-0.26,0.03,0.02,0.05,-0.1,-0.39
video_361,-0.24,0.05,-0.08,-0.01,-0.1,-0.44,-0.0,-0.1,0.18,-0.17,-0.11,-0.07,-0.13,-0.11,0.25,-0.02,-0.48,0.06,-0.03,0.1,-0.01,0.1
video_362,-0.18,-0.02,-0.11,-0.08,-0.05,0.03,-0.04,-0.09,0.13,-0.09,-0.04,-0.1,0.01,-0.08,-0.08,0.06,-0.03,0.16,-0.01,0.17,-0.71,-0.3
video_363,-0.24,-0.03,-0.03,-0.0,-0.04,-0.07,-0.03,-0.05,-0.01,-0.42,-0.02,-0.06,-0.02,0.03,0.04,-0.03,-0.08,0.07,-0.01,0.08,-0.27,-0.42
video_364,-0.11,0.09,-0.12,-0.07,-0.07,-0.41,-0.02,-0.07,0.08,-0.25,-0.11,-0.0,-0.1,-0.06,0.22,0.01,-0.4,0.07,-0.02,0.08,0.15,-0.31
video_365,-0.21,0.04,-0.06,-0.02,-0.09,-0.31,-0.02,-0.06,0.09,-0.17,-0.07,-0.03,-0.08,-0.19,0.17,-0.03,-0.39,0.04,-0.04,0.07,-0.04,-0.08
video_366,-0.46,-0.06,-0.03,-0.03,-0.11,-0.14,-0.01,-0.06,0.01,-0.08,-0.11,-0.1,0.01,0.07,0.08,-0.01,-0.07,-0.05,-0.02,0.01,-0.48,-0.2
video_367,-0.21,-0.02,0.0,-0.02,-0.1,-0.09,-0.01,-0.03,-0.04,-0.02,-0.18,-0.07,-0.03,0.09,0.1,-0.02,-0.15,-0.04,-0.0,0.03,-0.73,-0.1
video_368,-0.14,0.07,-0.1,-0.07,-0.06,-0.39,-0.02,-0.05,0.06,-0.19,-0.1,-0.04,-0.03,-0.08,0.2,-0.01,-0.34,0.01,-0.05,0.09,-0.28,-0.02
video_369,-0.72,-0.01,-0.09,-0.02,-0.1,-0.36,0.04,-0.08,0.29,-0.12,-0.07,-0.04,-0.05,-0.08,0.08,-0.0,-0.14,0.02,0.05,0.04,-0.08,0.18
video_370,-0.26,0.02,-0.01,0.01,-0.06,-0.12,-0.02,-0.03,0.03,-0.06,-0.04,-0.07,-0.04,0.0,0.07,-0.02,-0.14,-0.07,-0.02,0.04,-0.8,0.16
video_371,-0.18,-0.01,0.06,-0.07,-0.07,-0.01,-0.02,-0.06,-0.08,-0.01,-0.41,-0.15,-0.07,0.14,0.03,-0.01,-0.18,-0.12,-0.09,-0.02,-0.02,-0.05
video_372,-0.11,0.04,-0.08,-0.04,-0.07,-0.3,-0.01,-0.06,0.03,-0.15,-0.07,-0.05,-0.03,-0.13,0.16,0.0,-0.3,0.08,-0.02,0.1,-0.33,-0.28
video_373,-0.08,0.06,-0.1,-0.05,-0.07,-0.36,-0.02,-0.05,0.06,-0.2,-0.07,-0.03,-0.06,-0.1,0.21,-0.0,-0.31,0.06,-0.02,0.07,-0.32,-0.12
video_374,-0.14,0.05,-0.08,-0.06,-0.07,-0.36,-0.02,-0.05,0.02,-0.19,-0.08,-0.01,-0.03,-0.05,0.22,-0.02,-0.29,0.04,-0.03,0.08,-0.37,-0.12
video_375,-0.31,-0.07,-0.04,-0.02,-0.12,-0.26,0.03,-0.07,0.03,-0.1,-0.08,-0.12,-0.01,0.01,0.04,0.01,-0.04,-0.01,0.01,0.05,0.32,-0.74
video_376,-0.11,0.08,-0.11,-0.09,-0.06,-0.42,-0.03,-0.05,0.07,-0.23,-0.08,-0.01,-0.05,-0.02,0.17,-0.01,-0.28,0.07,0.0,0.08,0.24,-0.48
video_377,-0.54,-0.03,-0.12,-0.05,-0.11,-0.18,0.06,-0.11,0.25,-0.13,-0.01,-0.21,-0.02,-0.22,-0.03,0.03,-0.02,0.07,0.01,0.12,-0.26,-0.09
video_378,-0.13,0.01,-0.04,-0.03,-0.06,-0.21,-0.02,-0.03,0.01,-0.13,-0.08,0.01,-0.03,-0.08,0.18,0.02,-0.26,0.04,-0.02,0.03,-0.38,-0.36
video_379,-0.36,-0.02,-0.07,-0.06,0.03,0.29,0.04,-0.1,0.06,-0.08,0.06,-0.4,-0.0,-0.16,-0.21,0.07,0.09,0.16,-0.03,0.12,-0.85,0.22
video_380,-0.18,0.0,-0.06,-0.03,-0.08,-0.26,-0.01,-0.06,0.04,-0.14,-0.05,-0.06,-0.03,-0.04,0.17,-0.01,-0.23,0.05,-0.01,0.1,-0.56,-0.16
video_381,-0.17,0.04,-0.04,-0.02,-0.07,-0.22,-0.02,-0.03,0.02,-0.08,-0.07,-0.01,-0.09,-0.03,0.16,-0.0,-0.21,0.03,-0.0,0.06,-0.57,-0.22
video_382,-0.13,0.02,0.01,0.0,-0.07,-0.07,0.02,-0.01,-0.02,-0.03,-0.11,0.01,-0.09,0.03,0.18,-0.01,-0.19,0.02,0.02,0.06,-0.65,-0.37
video_383,-0.3,-0.05,-0.04,-0.0,0.02,0.08,0.07,-0.07,0.1,0.03,0.05,-0.23,0.01,-0.06,-0.19,0.03,0.18,0.0,0.04,0.03,-0.96,0.67
video_384,-0.17,-0.01,0.05,-0.05,-0.07,-0.04,0.01,-0.06,-0.11,-0.04,-0.34,-0.08,-0.05,0.07,0.18,-0.01,-0.21,-0.07,-0.11,-0.04,-0.19,-0.32
